
約定履歴照会

商品指定,約定開始年月日,約定終了年月日,明細数,明細指定開始,明細指定終了
"すべての商品","2025年01月01日","2025年07月08日","8549","1","8549"

（注）明細数はご指定された期間の合計です。

約定日,銘柄,銘柄コード,市場,取引,期限,預り,課税,約定数量,約定単価,手数料/諸経費等,税額,受渡日,受渡金額/決済損益
"2025/03/18","牧野フライス製作所","6135","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,11789,--,--,"2025/03/21",--
"2025/03/18","牧野フライス製作所","6135","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,11788,--,--,"2025/03/21",--
"2025/03/18","牧野フライス製作所","6135","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",200,11788,--,--,"2025/03/21",--
"2025/03/18","アドバンテスト","6857","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,8697.3,--,--,"2025/03/21",--
"2025/03/18","アドバンテスト","6857","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,8697.5,--,--,"2025/03/21",--
"2025/03/18","アドバンテスト","6857","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,8628.5,--,--,"2025/03/21",--
"2025/03/18","アドバンテスト","6857","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,8683.9,--,--,"2025/03/21",--
"2025/03/18","アドバンテスト","6857","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,8683.6,--,--,"2025/03/21",--
"2025/03/18","アドバンテスト","6857","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,8683.4,--,--,"2025/03/21",--
"2025/03/18","アドバンテスト","6857","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,8630.9,--,--,"2025/03/21",--
"2025/03/18","アドバンテスト","6857","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,8697.6,--,--,"2025/03/21",--
"2025/03/18","アドバンテスト","6857","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,8697.1,--,--,"2025/03/21",--
"2025/03/18","アドバンテスト","6857","東証",信用新規買,"6ヶ月"," 特定 ","--",300,8715,--,--,"2025/03/21",--
"2025/03/18","アドバンテスト","6857","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",200,8683.9,--,--,"2025/03/21",--
"2025/03/18","アドバンテスト","6857","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,8628.5,--,--,"2025/03/21",--
"2025/03/18","アドバンテスト","6857","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,8684,--,--,"2025/03/21",--
"2025/03/18","アドバンテスト","6857","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,8697.2,--,--,"2025/03/21",--
"2025/03/18","アドバンテスト","6857","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,8630.8,--,--,"2025/03/21",--
"2025/03/18","アドバンテスト","6857","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,8629.7,--,--,"2025/03/21",--
"2025/03/18","川崎重工業","7012","東証",信用新規買,"6ヶ月"," 特定 ","--",200,9685,--,--,"2025/03/21",--
"2025/03/18","川崎重工業","7012","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,9692.9,--,--,"2025/03/21",--
"2025/03/18","川崎重工業","7012","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,9692.7,--,--,"2025/03/21",--
"2025/03/18","川崎重工業","7012","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,9692.8,--,--,"2025/03/21",--
"2025/03/18","三菱商事","8058","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,2764.7,--,--,"2025/03/21",--
"2025/03/18","三菱商事","8058","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",300,2764.8,--,--,"2025/03/21",--
"2025/03/18","三菱商事","8058","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",700,2764.9,--,--,"2025/03/21",--
"2025/03/18","三菱商事","8058","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",200,2765,--,--,"2025/03/21",--
"2025/03/18","三菱商事","8058","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,2764.8,--,--,"2025/03/21",--
"2025/03/18","三菱商事","8058","PTS（J）",信用新規買,"6ヶ月"," 特定 ","--",100,2764.9,--,--,"2025/03/21",--
"2025/03/18","三菱重工業","7011","東証",信用返済買,"6ヶ月"," 特定 ","申告",200,2791.5,16,--,"2025/03/21",-1016
"2025/03/18","三菱重工業","7011","東証",信用返済買,"6ヶ月"," 特定 ","申告",100,2776,8,--,"2025/03/21",-1798
"2025/03/18","三菱重工業","7011","東証",信用返済買,"6ヶ月"," 特定 ","申告",100,2776,8,--,"2025/03/21",-1798
"2025/03/18","三菱重工業","7011","東証",信用返済買,"6ヶ月"," 特定 ","申告",200,2776,16,--,"2025/03/21",-3616
"2025/03/18","三菱重工業","7011","東証",信用返済買,"6ヶ月"," 特定 ","申告",200,2776,16,--,"2025/03/21",-3616
"2025/03/18","三菱重工業","7011","東証",信用返済買,"6ヶ月"," 特定 ","申告",200,2776,16,--,"2025/03/21",-3616
"2025/03/18","三菱重工業","7011","PTS（O）",信用返済買,"6ヶ月"," 特定 ","申告",100,2791.5,8,--,"2025/03/21",-478
"2025/03/18","三菱重工業","7011","PTS（J）",信用返済買,"6ヶ月"," 特定 ","申告",300,2791.5,25,--,"2025/03/21",-1525
"2025/03/18","三菱重工業","7011","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,2791.4,8,--,"2025/03/21",-498
"2025/03/18","三菱重工業","7011","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,2791.5,8,--,"2025/03/21",-498
"2025/03/18","三菱重工業","7011","PTS（O）",信用返済買,"6ヶ月"," 特定 ","申告",100,2791.4,8,--,"2025/03/21",-498
"2025/03/18","三菱重工業","7011","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",200,2776,16,--,"2025/03/21",-3616
"2025/03/18","三菱重工業","7011","PTS（J）",信用返済買,"6ヶ月"," 特定 ","申告",100,2791.5,8,--,"2025/03/21",-498
"2025/03/18","ＩＨＩ","7013","東証",信用返済買,"6ヶ月"," 特定 ","申告",100,11245,33,--,"2025/03/21",-5883
"2025/03/18","ＩＨＩ","7013","東証",信用返済買,"6ヶ月"," 特定 ","申告",100,11245,33,--,"2025/03/21",-5833
"2025/03/18","三菱商事","8058","東証",信用返済買,"6ヶ月"," 特定 ","申告",200,2751,16,--,"2025/03/21",5684
"2025/03/18","三菱商事","8058","東証",信用返済買,"6ヶ月"," 特定 ","申告",200,2751,16,--,"2025/03/21",5784
"2025/03/18","三菱商事","8058","東証",信用返済買,"6ヶ月"," 特定 ","申告",100,2754.5,8,--,"2025/03/21",1972
"2025/03/18","三菱商事","8058","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,2754.4,8,--,"2025/03/21",1992
"2025/03/18","三菱商事","8058","PTS（O）",信用返済買,"6ヶ月"," 特定 ","申告",100,2750.9,8,--,"2025/03/21",2902
"2025/03/18","三菱商事","8058","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,2754.3,8,--,"2025/03/21",1962
"2025/03/18","三菱商事","8058","PTS（J）",信用返済買,"6ヶ月"," 特定 ","申告",100,2754.5,8,--,"2025/03/21",1942
"2025/03/18","三菱商事","8058","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,2754.4,8,--,"2025/03/21",1972
"2025/03/18","三菱商事","8058","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",500,2754.5,41,--,"2025/03/21",709
"2025/03/18","三菱商事","8058","PTS（O）",信用返済買,"6ヶ月"," 特定 ","申告",100,2751,8,--,"2025/03/21",2892
"2025/03/18","三菱商事","8058","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",200,2754.4,16,--,"2025/03/21",3904
"2025/03/18","三菱商事","8058","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,2754.4,8,--,"2025/03/21",1962
"2025/03/18","三菱商事","8058","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,2754.4,8,--,"2025/03/21",1952
"2025/03/18","三菱商事","8058","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,2754.4,8,--,"2025/03/21",1982
"2025/03/18","三菱商事","8058","PTS（O）",信用返済買,"6ヶ月"," 特定 ","申告",100,2751,8,--,"2025/03/21",2912
"2025/03/18","三菱商事","8058","東証",信用返済買,"6ヶ月"," 特定 ","申告",100,2751,8,--,"2025/03/21",2922
"2025/03/18","三菱商事","8058","東証",信用返済買,"6ヶ月"," 特定 ","申告",100,2751,8,--,"2025/03/21",2902
"2025/03/18","三菱商事","8058","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,2750.4,8,--,"2025/03/21",2952
"2025/03/19","フジクラ","5803","PTS（O）",信用新規売,"6ヶ月"," 特定 ","--",100,5856.2,--,--,"2025/03/24",--
"2025/03/19","フジクラ","5803","PTS（X）",信用新規売,"6ヶ月"," 特定 ","--",100,5856.8,--,--,"2025/03/24",--
"2025/03/19","フジクラ","5803","東証",信用新規売,"6ヶ月"," 特定 ","--",2000,5856,--,--,"2025/03/24",--
"2025/03/19","フジクラ","5803","PTS（X）",信用新規売,"6ヶ月"," 特定 ","--",100,5856.7,--,--,"2025/03/24",--
"2025/03/19","フジクラ","5803","PTS（X）",信用新規売,"6ヶ月"," 特定 ","--",100,5856.2,--,--,"2025/03/24",--
"2025/03/19","フジクラ","5803","PTS（O）",信用新規売,"6ヶ月"," 特定 ","--",100,5856.7,--,--,"2025/03/24",--
"2025/03/19","アドバンテスト","6857","PTS（X）",信用新規売,"6ヶ月"," 特定 ","--",100,8308.1,--,--,"2025/03/24",--
"2025/03/19","アドバンテスト","6857","PTS（X）",信用新規売,"6ヶ月"," 特定 ","--",100,8308.2,--,--,"2025/03/24",--
"2025/03/19","アドバンテスト","6857","東証",信用新規売,"6ヶ月"," 特定 ","--",100,8307,--,--,"2025/03/24",--
"2025/03/19","アドバンテスト","6857","東証",信用新規売,"6ヶ月"," 特定 ","--",100,8310,--,--,"2025/03/24",--
"2025/03/19","アドバンテスト","6857","東証",信用新規売,"6ヶ月"," 特定 ","--",400,8308,--,--,"2025/03/24",--
"2025/03/19","アドバンテスト","6857","東証",信用新規売,"6ヶ月"," 特定 ","--",100,8308,--,--,"2025/03/24",--
"2025/03/19","アドバンテスト","6857","東証",信用新規売,"6ヶ月"," 特定 ","--",400,8307,--,--,"2025/03/24",--
"2025/03/19","アドバンテスト","6857","東証",信用新規売,"6ヶ月"," 特定 ","--",700,8309,--,--,"2025/03/24",--
"2025/03/19","フジクラ","5803","東証",信用返済売,"6ヶ月"," 特定 ","申告",700,5867,315,--,"2025/03/24",-11515
"2025/03/19","フジクラ","5803","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,5867,45,--,"2025/03/24",-1485
"2025/03/19","フジクラ","5803","東証",信用返済売,"6ヶ月"," 特定 ","申告",1600,5867,721,--,"2025/03/24",-24721
"2025/03/19","フジクラ","5803","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,5867,45,--,"2025/03/24",-1475
"2025/03/19","フジクラ","5803","東証",信用返済売,"6ヶ月"," 特定 ","申告",200,5867,90,--,"2025/03/24",-2950
"2025/03/19","牧野フライス製作所","6135","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,11814,361,--,"2025/03/24",2239
"2025/03/19","牧野フライス製作所","6135","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,11812,361,--,"2025/03/24",1939
"2025/03/19","牧野フライス製作所","6135","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,11815,361,--,"2025/03/24",2339
"2025/03/19","牧野フライス製作所","6135","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,11815,361,--,"2025/03/24",2339
"2025/03/19","牧野フライス製作所","6135","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,11813,361,--,"2025/03/24",2039
"2025/03/19","ニデック","6594","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",200,2808.7,43,--,"2025/03/24",-2763
"2025/03/19","ニデック","6594","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,2808.6,21,--,"2025/03/24",-1391
"2025/03/19","ニデック","6594","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,2808.8,21,--,"2025/03/24",-1391
"2025/03/19","ニデック","6594","東証",信用返済売,"6ヶ月"," 特定 ","申告",300,2808,64,--,"2025/03/24",-4564
"2025/03/19","ニデック","6594","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,2808.5,21,--,"2025/03/24",-1411
"2025/03/19","ニデック","6594","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,2808.5,21,--,"2025/03/24",-1411
"2025/03/19","ニデック","6594","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,2808.5,21,--,"2025/03/24",-1391
"2025/03/19","アドバンテスト","6857","東証",信用返済売,"6ヶ月"," 特定 ","申告",1300,8320,830,--,"2025/03/24",-7330
"2025/03/19","アドバンテスト","6857","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,8303,64,--,"2025/03/24",-6344
"2025/03/19","アドバンテスト","6857","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,8303,64,--,"2025/03/24",-6354
"2025/03/19","アドバンテスト","6857","東証",信用返済売,"6ヶ月"," 特定 ","申告",300,8303,194,--,"2025/03/24",-43394
"2025/03/19","アドバンテスト","6857","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,8303,64,--,"2025/03/24",-6354
"2025/03/19","アドバンテスト","6857","東証",信用返済売,"6ヶ月"," 特定 ","申告",600,8320,383,--,"2025/03/24",-2783
"2025/03/19","アドバンテスト","6857","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,8321,63,--,"2025/03/24",-363
"2025/03/19","アドバンテスト","6857","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,8303,64,--,"2025/03/24",-14464
"2025/03/19","アドバンテスト","6857","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,8303,64,--,"2025/03/24",-14664
"2025/03/19","アドバンテスト","6857","東証",信用返済売,"6ヶ月"," 特定 ","申告",200,8303,128,--,"2025/03/24",-12728
"2025/03/19","三菱重工業","7011","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,2886.5,22,--,"2025/03/24",-162
"2025/03/19","三菱重工業","7011","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,2839.5,21,--,"2025/03/24",-2571
"2025/03/19","三菱重工業","7011","東証",信用返済売,"6ヶ月"," 特定 ","申告",2900,2886.5,642,--,"2025/03/24",-4992
"2025/03/19","三菱重工業","7011","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,2886,22,--,"2025/03/24",-222
"2025/03/19","三菱重工業","7011","東証",信用返済売,"6ヶ月"," 特定 ","申告",400,2886,88,--,"2025/03/24",-888
"2025/03/19","三菱重工業","7011","東証",信用返済売,"6ヶ月"," 特定 ","申告",1300,2886,288,--,"2025/03/24",-2888
"2025/03/19","三菱重工業","7011","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,2839,21,--,"2025/03/24",-2621
"2025/03/19","三菱重工業","7011","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",500,2839.6,109,--,"2025/03/24",-12809
"2025/03/19","三菱重工業","7011","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,2886.5,22,--,"2025/03/24",-162
"2025/03/19","三菱重工業","7011","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,2839.6,21,--,"2025/03/24",-2511
"2025/03/19","三菱重工業","7011","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,2839.6,21,--,"2025/03/24",-2561
"2025/03/19","三菱重工業","7011","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,2839.7,21,--,"2025/03/24",-2501
"2025/03/19","三菱重工業","7011","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,2886,22,--,"2025/03/24",-222
"2025/03/19","北海道電力","9509","東証",信用返済売,"6ヶ月"," 特定 ","申告",1000,846.5,65,--,"2025/03/24",-1665
"2025/03/19","北海道電力","9509","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,846.9,6,--,"2025/03/24",264
"2025/03/19","北海道電力","9509","東証",信用返済売,"6ヶ月"," 特定 ","申告",700,846.6,45,--,"2025/03/24",1635
"2025/03/19","北海道電力","9509","東証",信用返済売,"6ヶ月"," 特定 ","申告",300,846.7,19,--,"2025/03/24",731
"2025/03/19","北海道電力","9509","東証",信用返済売,"6ヶ月"," 特定 ","申告",200,846.5,13,--,"2025/03/24",-353
"2025/03/19","北海道電力","9509","東証",信用返済売,"6ヶ月"," 特定 ","申告",300,846.6,19,--,"2025/03/24",-499
"2025/03/19","北海道電力","9509","東証",信用返済売,"6ヶ月"," 特定 ","申告",300,846.8,19,--,"2025/03/24",761
"2025/03/19","北海道電力","9509","東証",信用返済売,"6ヶ月"," 特定 ","申告",600,846.9,38,--,"2025/03/24",1582
"2025/03/19","フジクラ","5803","東証",信用新規買,"6ヶ月"," 特定 ","--",1600,5882,--,--,"2025/03/24",--
"2025/03/19","フジクラ","5803","東証",信用新規買,"6ヶ月"," 特定 ","--",700,5883,--,--,"2025/03/24",--
"2025/03/19","フジクラ","5803","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,5881.4,--,--,"2025/03/24",--
"2025/03/19","フジクラ","5803","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",200,5881.3,--,--,"2025/03/24",--
"2025/03/19","フジクラ","5803","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,5881.3,--,--,"2025/03/24",--
"2025/03/19","牧野フライス製作所","6135","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,11860,--,--,"2025/03/24",--
"2025/03/19","牧野フライス製作所","6135","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",200,11859,--,--,"2025/03/24",--
"2025/03/19","牧野フライス製作所","6135","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,11860,--,--,"2025/03/24",--
"2025/03/19","ニデック","6594","東証",信用新規買,"6ヶ月"," 特定 ","--",100,2822.5,--,--,"2025/03/24",--
"2025/03/19","ニデック","6594","東証",信用新規買,"6ヶ月"," 特定 ","--",300,2823,--,--,"2025/03/24",--
"2025/03/19","ニデック","6594","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",200,2822.3,--,--,"2025/03/24",--
"2025/03/19","ニデック","6594","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,2822.2,--,--,"2025/03/24",--
"2025/03/19","ニデック","6594","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,2822.3,--,--,"2025/03/24",--
"2025/03/19","ニデック","6594","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,2822.4,--,--,"2025/03/24",--
"2025/03/19","ニデック","6594","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,2822.4,--,--,"2025/03/24",--
"2025/03/19","アドバンテスト","6857","東証",信用新規買,"6ヶ月"," 特定 ","--",200,8366,--,--,"2025/03/24",--
"2025/03/19","アドバンテスト","6857","東証",信用新規買,"6ヶ月"," 特定 ","--",100,8449,--,--,"2025/03/24",--
"2025/03/19","アドバンテスト","6857","東証",信用新規買,"6ヶ月"," 特定 ","--",1300,8325,--,--,"2025/03/24",--
"2025/03/19","アドバンテスト","6857","東証",信用新規買,"6ヶ月"," 特定 ","--",700,8324,--,--,"2025/03/24",--
"2025/03/19","アドバンテスト","6857","東証",信用新規買,"6ヶ月"," 特定 ","--",300,8447,--,--,"2025/03/24",--
"2025/03/19","アドバンテスト","6857","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,8365.9,--,--,"2025/03/24",--
"2025/03/19","アドバンテスト","6857","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,8365.9,--,--,"2025/03/24",--
"2025/03/19","アドバンテスト","6857","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,8365.8,--,--,"2025/03/24",--
"2025/03/19","アドバンテスト","6857","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,8447,--,--,"2025/03/24",--
"2025/03/19","三菱重工業","7011","PTS（J）",信用新規買,"6ヶ月"," 特定 ","--",400,2888,--,--,"2025/03/24",--
"2025/03/19","三菱重工業","7011","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,2888,--,--,"2025/03/24",--
"2025/03/19","三菱重工業","7011","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,2887.9,--,--,"2025/03/24",--
"2025/03/19","三菱重工業","7011","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,2887.9,--,--,"2025/03/24",--
"2025/03/19","三菱重工業","7011","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,2888,--,--,"2025/03/24",--
"2025/03/19","三菱重工業","7011","東証",信用新規買,"6ヶ月"," 特定 ","--",4200,2888,--,--,"2025/03/24",--
"2025/03/19","三菱重工業","7011","東証",信用新規買,"6ヶ月"," 特定 ","--",200,2864.5,--,--,"2025/03/24",--
"2025/03/19","三菱重工業","7011","東証",信用新規買,"6ヶ月"," 特定 ","--",800,2865,--,--,"2025/03/24",--
"2025/03/19","北海道電力","9509","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,847.1,--,--,"2025/03/24",--
"2025/03/19","北海道電力","9509","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,847.1,--,--,"2025/03/24",--
"2025/03/19","北海道電力","9509","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",200,847.2,--,--,"2025/03/24",--
"2025/03/19","北海道電力","9509","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,847,--,--,"2025/03/24",--
"2025/03/19","北海道電力","9509","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,847.2,--,--,"2025/03/24",--
"2025/03/19","北海道電力","9509","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,847.3,--,--,"2025/03/24",--
"2025/03/19","北海道電力","9509","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,847,--,--,"2025/03/24",--
"2025/03/19","北海道電力","9509","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,847.3,--,--,"2025/03/24",--
"2025/03/19","北海道電力","9509","東証",信用新規買,"6ヶ月"," 特定 ","--",1000,847.7,--,--,"2025/03/24",--
"2025/03/19","北海道電力","9509","東証",信用新規買,"6ヶ月"," 特定 ","--",2000,844.2,--,--,"2025/03/24",--
"2025/03/19","北海道電力","9509","東証",信用新規買,"6ヶ月"," 特定 ","--",1000,847.6,--,--,"2025/03/24",--
"2025/03/19","北海道電力","9509","東証",信用新規買,"6ヶ月"," 特定 ","--",600,847.4,--,--,"2025/03/24",--
"2025/03/19","北海道電力","9509","東証",信用新規買,"6ヶ月"," 特定 ","--",1100,847.5,--,--,"2025/03/24",--
"2025/03/19","北海道電力","9509","東証",信用新規買,"6ヶ月"," 特定 ","--",1000,848.1,--,--,"2025/03/24",--
"2025/03/19","北海道電力","9509","東証",信用新規買,"6ヶ月"," 特定 ","--",500,848.2,--,--,"2025/03/24",--
"2025/03/19","北海道電力","9509","東証",信用新規買,"6ヶ月"," 特定 ","--",400,847.3,--,--,"2025/03/24",--
"2025/03/19","フジクラ","5803","東証",信用返済買,"6ヶ月"," 特定 ","申告",100,5865,17,--,"2025/03/24",-897
"2025/03/19","フジクラ","5803","東証",信用返済買,"6ヶ月"," 特定 ","申告",100,5865,17,--,"2025/03/24",-837
"2025/03/19","フジクラ","5803","東証",信用返済買,"6ヶ月"," 特定 ","申告",2000,5865,352,--,"2025/03/24",-18352
"2025/03/19","フジクラ","5803","東証",信用返済買,"6ヶ月"," 特定 ","申告",100,5865,17,--,"2025/03/24",-847
"2025/03/19","フジクラ","5803","東証",信用返済買,"6ヶ月"," 特定 ","申告",100,5865,17,--,"2025/03/24",-847
"2025/03/19","フジクラ","5803","東証",信用返済買,"6ヶ月"," 特定 ","申告",100,5865,17,--,"2025/03/24",-897
"2025/03/19","アドバンテスト","6857","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",400,8317.9,100,--,"2025/03/24",-4460
"2025/03/19","アドバンテスト","6857","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,8317.9,25,--,"2025/03/24",-1115
"2025/03/19","アドバンテスト","6857","PTS（O）",信用返済買,"6ヶ月"," 特定 ","申告",300,8317.9,75,--,"2025/03/24",-3045
"2025/03/19","アドバンテスト","6857","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,8317.6,25,--,"2025/03/24",-885
"2025/03/19","アドバンテスト","6857","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,8317.7,25,--,"2025/03/24",-895
"2025/03/19","アドバンテスト","6857","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,8317.9,25,--,"2025/03/24",-1015
"2025/03/19","アドバンテスト","6857","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,8317.9,25,--,"2025/03/24",-995
"2025/03/19","アドバンテスト","6857","PTS（O）",信用返済買,"6ヶ月"," 特定 ","申告",300,8317.9,75,--,"2025/03/24",-2745
"2025/03/19","アドバンテスト","6857","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,8317.8,25,--,"2025/03/24",-1005
"2025/03/19","アドバンテスト","6857","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,8317.9,25,--,"2025/03/24",-1005
"2025/03/19","アドバンテスト","6857","PTS（O）",信用返済買,"6ヶ月"," 特定 ","申告",100,8317.8,25,--,"2025/03/24",-905
"2025/03/19","アドバンテスト","6857","PTS（O）",信用返済買,"6ヶ月"," 特定 ","申告",100,8317.7,25,--,"2025/03/24",-895
"2025/03/19","アドバンテスト","6857","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,8317.6,25,--,"2025/03/24",-785
"2025/03/21","アドバンテスト","6857","PTS（O）",信用新規売,"6ヶ月"," 特定 ","--",200,8330.8,--,--,"2025/03/25",--
"2025/03/21","アドバンテスト","6857","PTS（X）",信用新規売,"6ヶ月"," 特定 ","--",100,8330.7,--,--,"2025/03/25",--
"2025/03/21","牧野フライス製作所","6135","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,11760,181,--,"2025/03/25",-10081
"2025/03/21","アドバンテスト","6857","東証",信用返済買,"6ヶ月"," 特定 ","申告",100,8098,25,--,"2025/03/25",23245
"2025/03/21","アドバンテスト","6857","東証",信用返済買,"6ヶ月"," 特定 ","申告",200,8098,50,--,"2025/03/25",46510
"2025/03/24","ＴＯＷＡ","6315","東証",信用新規売,"6ヶ月"," 特定 ","--",1100,1687,--,--,"2025/03/26",--
"2025/03/24","ＴＯＷＡ","6315","PTS（O）",信用新規売,"6ヶ月"," 特定 ","--",200,1688.1,--,--,"2025/03/26",--
"2025/03/24","ＴＯＷＡ","6315","PTS（X）",信用新規売,"6ヶ月"," 特定 ","--",400,1688,--,--,"2025/03/26",--
"2025/03/24","ＴＯＷＡ","6315","東証",信用新規売,"6ヶ月"," 特定 ","--",300,1688,--,--,"2025/03/26",--
"2025/03/24","アドバンテスト","6857","PTS（X）",信用新規売,"6ヶ月"," 特定 ","--",100,8169.1,--,--,"2025/03/26",--
"2025/03/24","アドバンテスト","6857","東証",信用新規売,"6ヶ月"," 特定 ","--",100,8169,--,--,"2025/03/26",--
"2025/03/24","アドバンテスト","6857","東証",信用新規売,"6ヶ月"," 特定 ","--",100,8168,--,--,"2025/03/26",--
"2025/03/24","三井不動産","8801","東証",信用新規売,"6ヶ月"," 特定 ","--",1200,1384,--,--,"2025/03/26",--
