
約定履歴照会

商品指定,約定開始年月日,約定終了年月日,明細数,明細指定開始,明細指定終了
"すべての商品","2025年01月01日","2025年07月08日","8549","1","8549"

（注）明細数はご指定された期間の合計です。

約定日,銘柄,銘柄コード,市場,取引,期限,預り,課税,約定数量,約定単価,手数料/諸経費等,税額,受渡日,受渡金額/決済損益
"2025/01/17","霞ヶ関キャピタル","3498","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,14340,90,--,"2025/01/21",-6990
"2025/01/17","霞ヶ関キャピタル","3498","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,14242,91,--,"2025/01/21",-38891
"2025/01/17","霞ヶ関キャピタル","3498","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,14243,91,--,"2025/01/21",-38791
"2025/01/17","霞ヶ関キャピタル","3498","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,14246,91,--,"2025/01/21",-38491
"2025/01/17","霞ヶ関キャピタル","3498","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,13920,84,--,"2025/01/21",39916
"2025/01/17","霞ヶ関キャピタル","3498","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,14340,424,--,"2025/01/21",74776
"2025/01/17","マクロミル","3978","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,1247,37,--,"2025/01/21",3163
"2025/01/17","マクロミル","3978","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,1247,37,--,"2025/01/21",3273
"2025/01/17","マクロミル","3978","東証",信用返済売,"6ヶ月"," 特定 ","申告",200,1247,75,--,"2025/01/21",6525
"2025/01/17","マクロミル","3978","東証",信用返済売,"6ヶ月"," 特定 ","申告",1000,1247,2553,--,"2025/01/21",56447
"2025/01/17","マクロミル","3978","東証",信用返済売,"6ヶ月"," 特定 ","申告",300,1247,113,--,"2025/01/21",11587
"2025/01/17","マクロミル","3978","東証",信用返済売,"6ヶ月"," 特定 ","申告",300,1247,113,--,"2025/01/21",9787
"2025/01/17","Ｓｐｅｅｅ","4499","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,3855,23,--,"2025/01/21",9477
"2025/01/17","Ｓｐｅｅｅ","4499","東証",信用返済売,"6ヶ月"," 特定 ","申告",200,3855,46,--,"2025/01/21",18954
"2025/01/17","Ｓｐｅｅｅ","4499","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,3855,23,--,"2025/01/21",8477
"2025/01/17","Ｓｐｅｅｅ","4499","東証",信用返済売,"6ヶ月"," 特定 ","申告",300,3730,70,--,"2025/01/21",-15070
"2025/01/17","Ｓｐｅｅｅ","4499","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,3855,23,--,"2025/01/21",8977
"2025/01/17","Ｓｐｅｅｅ","4499","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,3730,23,--,"2025/01/21",-4023
"2025/01/17","Ｓｐｅｅｅ","4499","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,3730.5,23,--,"2025/01/21",-3973
"2025/01/17","フジ・メディア・ホールディングス","4676","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,1690.5,10,--,"2025/01/21",4840
"2025/01/17","フジ・メディア・ホールディングス","4676","東証",信用返済売,"6ヶ月"," 特定 ","申告",600,1690.5,61,--,"2025/01/21",32039
"2025/01/17","フジ・メディア・ホールディングス","4676","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,1690.5,10,--,"2025/01/21",290
"2025/01/17","フジ・メディア・ホールディングス","4676","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,1690.5,10,--,"2025/01/21",4850
"2025/01/17","ジャパンエンジンコーポレーション","6016","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,4106,218,--,"2025/01/21",-27118
"2025/01/17","ジャパンエンジンコーポレーション","6016","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,4106,187,--,"2025/01/21",-18087
"2025/01/17","アドバンテスト","6857","東証",信用返済売,"6ヶ月"," 特定 ","申告",300,8980,346,--,"2025/01/21",-80146
"2025/01/17","アドバンテスト","6857","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,8980,56,--,"2025/01/21",-11656
"2025/01/17","アドバンテスト","6857","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,9114,56,--,"2025/01/21",-1056
"2025/01/17","アドバンテスト","6857","東証",信用返済売,"6ヶ月"," 特定 ","申告",200,9114,113,--,"2025/01/21",-2113
"2025/01/17","アドバンテスト","6857","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,8980,56,--,"2025/01/21",-356
"2025/01/17","アドバンテスト","6857","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,8980,56,--,"2025/01/21",334
"2025/01/17","レーザーテック","6920","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,14615,91,--,"2025/01/21",-2851
"2025/01/17","レーザーテック","6920","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",200,14645,181,--,"2025/01/21",23819
"2025/01/17","レーザーテック","6920","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",200,14645.1,181,--,"2025/01/21",23839
"2025/01/17","レーザーテック","6920","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,14610.7,91,--,"2025/01/21",979
"2025/01/17","レーザーテック","6920","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,14571.5,182,--,"2025/01/21",-6992
"2025/01/17","レーザーテック","6920","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,14645,90,--,"2025/01/21",11910
"2025/01/17","レーザーテック","6920","東証",信用返済売,"6ヶ月"," 特定 ","申告",200,14615,182,--,"2025/01/21",-5722
"2025/01/17","霞ヶ関キャピタル","3498","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",200,14409,--,--,"2025/01/21",--
"2025/01/17","霞ヶ関キャピタル","3498","東証",信用新規買,"6ヶ月"," 特定 ","--",400,14630,--,--,"2025/01/21",--
"2025/01/17","霞ヶ関キャピタル","3498","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,14441,--,--,"2025/01/21",--
"2025/01/17","霞ヶ関キャピタル","3498","東証",信用新規買,"6ヶ月"," 特定 ","--",100,13520,--,--,"2025/01/21",--
"2025/01/17","Ｓｐｅｅｅ","4499","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",200,3760,--,--,"2025/01/21",--
"2025/01/17","Ｓｐｅｅｅ","4499","東証",信用新規買,"6ヶ月"," 特定 ","--",100,3760,--,--,"2025/01/21",--
"2025/01/17","Ｓｐｅｅｅ","4499","東証",信用新規買,"6ヶ月"," 特定 ","--",300,3770,--,--,"2025/01/21",--
"2025/01/17","Ｓｐｅｅｅ","4499","東証",信用新規買,"6ヶ月"," 特定 ","--",300,3780,--,--,"2025/01/21",--
"2025/01/17","Ｓｐｅｅｅ","4499","東証",信用新規買,"6ヶ月"," 特定 ","--",100,3765,--,--,"2025/01/21",--
"2025/01/17","フジ・メディア・ホールディングス","4676","東証",信用新規買,"6ヶ月"," 特定 ","--",600,1637,--,--,"2025/01/21",--
"2025/01/17","フジ・メディア・ホールディングス","4676","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",300,1694.7,--,--,"2025/01/21",--
"2025/01/17","フジ・メディア・ホールディングス","4676","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,1641.9,--,--,"2025/01/21",--
"2025/01/17","フジ・メディア・ホールディングス","4676","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,1694.7,--,--,"2025/01/21",--
"2025/01/17","フジ・メディア・ホールディングス","4676","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,1694.8,--,--,"2025/01/21",--
"2025/01/17","フジ・メディア・ホールディングス","4676","東証",信用新規買,"6ヶ月"," 特定 ","--",500,1687.5,--,--,"2025/01/21",--
"2025/01/17","フジ・メディア・ホールディングス","4676","東証",信用新規買,"6ヶ月"," 特定 ","--",100,1687.5,--,--,"2025/01/21",--
"2025/01/17","フジ・メディア・ホールディングス","4676","東証",信用新規買,"6ヶ月"," 特定 ","--",100,1642,--,--,"2025/01/21",--
"2025/01/17","アドバンテスト","6857","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,8976.1,--,--,"2025/01/21",--
"2025/01/17","アドバンテスト","6857","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,9124,--,--,"2025/01/21",--
"2025/01/17","アドバンテスト","6857","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,8983,--,--,"2025/01/21",--
"2025/01/17","アドバンテスト","6857","東証",信用新規買,"6ヶ月"," 特定 ","--",200,9124,--,--,"2025/01/21",--
"2025/01/17","アドバンテスト","6857","東証",信用新規買,"6ヶ月"," 特定 ","--",100,9096,--,--,"2025/01/21",--
"2025/01/17","レーザーテック","6920","東証",信用新規買,"6ヶ月"," 特定 ","--",100,14600,--,--,"2025/01/21",--
"2025/01/17","レーザーテック","6920","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",200,14642.7,--,--,"2025/01/21",--
"2025/01/17","レーザーテック","6920","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,14642.6,--,--,"2025/01/21",--
"2025/01/17","レーザーテック","6920","東証",信用新規買,"6ヶ月"," 特定 ","--",500,14525,--,--,"2025/01/21",--
"2025/01/17","レーザーテック","6920","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",200,14644.5,--,--,"2025/01/21",--
"2025/01/17","任天堂","7974","PTS（O）",信用返済買,"6ヶ月"," 特定 ","申告",100,9076,28,--,"2025/01/21",39702
"2025/01/20","ジーエヌアイグループ","2160","PTS（J）",株式現物買,"--"," 特定 ","--",100,3080,--,--,"2025/01/22",308000
"2025/01/20","セブン＆アイ・ホールディングス","3382","東証",信用返済売,"無期限"," 特定 ","申告",900,2451.5,127,--,"2025/01/22",-17227
"2025/01/20","セブン＆アイ・ホールディングス","3382","東証",信用返済売,"無期限"," 特定 ","申告",1000,2451.5,141,--,"2025/01/22",-141
"2025/01/20","セブン＆アイ・ホールディングス","3382","東証",信用返済売,"無期限"," 特定 ","申告",100,2451.5,14,--,"2025/01/22",-1164
"2025/01/20","フジ・メディア・ホールディングス","4676","東証",信用返済売,"無期限"," 特定 ","申告",100,1785.5,10,--,"2025/01/22",940
"2025/01/20","フジ・メディア・ホールディングス","4676","東証",信用返済売,"無期限"," 特定 ","申告",400,1785.5,40,--,"2025/01/22",3960
"2025/01/20","フジ・メディア・ホールディングス","4676","東証",信用返済売,"無期限"," 特定 ","申告",500,1785.5,50,--,"2025/01/22",18200
"2025/01/20","アドバンテスト","6857","東証",信用返済売,"6ヶ月"," 特定 ","申告",200,9370,116,--,"2025/01/22",5884
"2025/01/20","アドバンテスト","6857","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,9315,57,--,"2025/01/22",7313
"2025/01/20","セブン＆アイ・ホールディングス","3382","東証",信用新規買,"無期限"," 特定 ","--",1000,2451.5,--,--,"2025/01/22",--
"2025/01/20","セブン＆アイ・ホールディングス","3382","東証",信用新規買,"無期限"," 特定 ","--",100,2463,--,--,"2025/01/22",--
"2025/01/20","セブン＆アイ・ホールディングス","3382","東証",信用新規買,"無期限"," 特定 ","--",900,2470.5,--,--,"2025/01/22",--
"2025/01/20","フジ・メディア・ホールディングス","4676","東証",信用新規買,"無期限"," 特定 ","--",100,1776,--,--,"2025/01/22",--
"2025/01/20","フジ・メディア・ホールディングス","4676","東証",信用新規買,"無期限"," 特定 ","--",400,1775.5,--,--,"2025/01/22",--
"2025/01/20","フジ・メディア・ホールディングス","4676","東証",信用新規買,"無期限"," 特定 ","--",500,1749,--,--,"2025/01/22",--
"2025/01/20","野村マイクロ・サイエンス","6254","東証",信用新規買,"無期限"," 特定 ","--",200,2533,--,--,"2025/01/22",--
"2025/01/20","野村マイクロ・サイエンス","6254","東証",信用新規買,"無期限"," 特定 ","--",100,2532,--,--,"2025/01/22",--
"2025/01/20","野村マイクロ・サイエンス","6254","東証",信用新規買,"無期限"," 特定 ","--",100,2534,--,--,"2025/01/22",--
"2025/01/20","アドバンテスト","6857","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,9241.3,--,--,"2025/01/22",--
"2025/01/20","アドバンテスト","6857","東証",信用新規買,"6ヶ月"," 特定 ","--",200,9340,--,--,"2025/01/22",--
"2025/01/20","Ｍ＆Ａ総研ホールディングス","9552","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",300,1915.9,--,--,"2025/01/22",--
"2025/01/20","Ｍ＆Ａ総研ホールディングス","9552","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",200,1915.8,--,--,"2025/01/22",--
"2025/01/21","ジーエヌアイグループ","2160","東証（外）",株式現物売,"--"," 特定 ","申告",100,3167,--,--,"2025/01/23",316700
"2025/01/21","カバー","5253","東証",信用新規売,"6ヶ月"," 特定 ","--",100,2779,--,--,"2025/01/23",--
"2025/01/21","カバー","5253","東証",信用新規売,"6ヶ月"," 特定 ","--",100,2779,--,--,"2025/01/23",--
"2025/01/21","カバー","5253","東証",信用新規売,"6ヶ月"," 特定 ","--",100,2779,--,--,"2025/01/23",--
"2025/01/21","フジ・メディア・ホールディングス","4676","東証",信用返済売,"無期限"," 特定 ","申告",400,1769,39,--,"2025/01/23",18161
"2025/01/21","フジ・メディア・ホールディングス","4676","東証",信用返済売,"無期限"," 特定 ","申告",800,1751,78,--,"2025/01/23",35522
"2025/01/21","フジ・メディア・ホールディングス","4676","東証",信用返済売,"無期限"," 特定 ","申告",100,1751.5,9,--,"2025/01/23",4491
"2025/01/21","フジ・メディア・ホールディングス","4676","東証",信用返済売,"無期限"," 特定 ","申告",200,1768.5,19,--,"2025/01/23",8981
"2025/01/21","フジ・メディア・ホールディングス","4676","東証",信用返済売,"無期限"," 特定 ","申告",300,1823,31,--,"2025/01/23",3569
"2025/01/21","フジ・メディア・ホールディングス","4676","東証",信用返済売,"無期限"," 特定 ","申告",100,1768.5,9,--,"2025/01/23",4441
"2025/01/21","フジ・メディア・ホールディングス","4676","東証",信用返済売,"無期限"," 特定 ","申告",100,1823,10,--,"2025/01/23",1090
"2025/01/21","フジ・メディア・ホールディングス","4676","PTS（X）",信用返済売,"無期限"," 特定 ","申告",200,1814.5,20,--,"2025/01/23",11580
"2025/01/21","フジ・メディア・ホールディングス","4676","PTS（X）",信用返済売,"無期限"," 特定 ","申告",200,1769,19,--,"2025/01/23",9081
"2025/01/21","フジ・メディア・ホールディングス","4676","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,1769.1,9,--,"2025/01/23",4551
"2025/01/21","フジ・メディア・ホールディングス","4676","PTS（O）",信用返済売,"無期限"," 特定 ","申告",200,1814.5,20,--,"2025/01/23",11580
"2025/01/21","フジ・メディア・ホールディングス","4676","PTS（O）",信用返済売,"無期限"," 特定 ","申告",100,1751.5,9,--,"2025/01/23",4491
"2025/01/21","フジ・メディア・ホールディングス","4676","東証",信用返済売,"無期限"," 特定 ","申告",100,1814.5,10,--,"2025/01/23",5790
"2025/01/21","フジ・メディア・ホールディングス","4676","東証",信用返済売,"無期限"," 特定 ","申告",100,1823,10,--,"2025/01/23",1140
"2025/01/21","カバー","5253","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,2787.1,17,--,"2025/01/23",-2307
"2025/01/21","カバー","5253","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,2787,17,--,"2025/01/23",-2217
"2025/01/21","カバー","5253","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,2787.1,17,--,"2025/01/23",-2207
"2025/01/21","カバー","5253","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,2787.1,17,--,"2025/01/23",-2207
"2025/01/21","カバー","5253","PTS（J）",信用返済売,"6ヶ月"," 特定 ","申告",100,2787,17,--,"2025/01/23",-2117
"2025/01/21","古河機械金属","5715","PTS（J）",信用返済売,"6ヶ月"," 特定 ","申告",100,1777.1,11,--,"2025/01/23",-2901
"2025/01/21","古河機械金属","5715","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,1777,11,--,"2025/01/23",-2901
"2025/01/21","古河機械金属","5715","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,1777,11,--,"2025/01/23",-3011
"2025/01/21","古河機械金属","5715","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,1777,11,--,"2025/01/23",-2911
"2025/01/21","古河機械金属","5715","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,1777,11,--,"2025/01/23",-2911
"2025/01/21","古河機械金属","5715","東証",信用返済売,"6ヶ月"," 特定 ","申告",400,1776,47,--,"2025/01/23",-43647
"2025/01/21","古河機械金属","5715","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,1777,11,--,"2025/01/23",-10811
"2025/01/21","野村マイクロ・サイエンス","6254","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,2482.7,14,--,"2025/01/23",3756
"2025/01/21","野村マイクロ・サイエンス","6254","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,2482.8,14,--,"2025/01/23",3966
"2025/01/21","野村マイクロ・サイエンス","6254","PTS（X）",信用返済売,"無期限"," 特定 ","申告",100,2482.7,14,--,"2025/01/23",3856
"2025/01/21","アドバンテスト","6857","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,9395.5,58,--,"2025/01/23",-958
"2025/01/21","アドバンテスト","6857","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,9395.4,58,--,"2025/01/23",-1008
"2025/01/21","アドバンテスト","6857","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,9423,59,--,"2025/01/23",-10339
"2025/01/21","アドバンテスト","6857","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,9423,59,--,"2025/01/23",-10329
"2025/01/21","トヨタ自動車","7203","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,2916.5,18,--,"2025/01/23",-2938
"2025/01/21","トヨタ自動車","7203","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",300,2916.4,55,--,"2025/01/23",-8845
"2025/01/21","トヨタ自動車","7203","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,2916.4,18,--,"2025/01/23",-2938
"2025/01/21","マツダ","7261","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,990.7,6,--,"2025/01/23",-1596
"2025/01/21","マツダ","7261","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",200,990.7,12,--,"2025/01/23",-3192
"2025/01/21","マツダ","7261","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,990.6,6,--,"2025/01/23",-1736
"2025/01/21","マツダ","7261","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,990.6,6,--,"2025/01/23",-1616
"2025/01/21","マツダ","7261","東証",信用返済売,"6ヶ月"," 特定 ","申告",200,990.6,12,--,"2025/01/23",-3232
"2025/01/21","マツダ","7261","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,990.6,6,--,"2025/01/23",-1746
"2025/01/21","マツダ","7261","東証",信用返済売,"6ヶ月"," 特定 ","申告",600,990.6,37,--,"2025/01/23",-10477
"2025/01/21","マツダ","7261","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,990.6,6,--,"2025/01/23",-1766
"2025/01/21","マツダ","7261","東証",信用返済売,"6ヶ月"," 特定 ","申告",200,990.6,12,--,"2025/01/23",-3212
"2025/01/21","マツダ","7261","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,990.6,6,--,"2025/01/23",-1726
"2025/01/21","マツダ","7261","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,990.6,6,--,"2025/01/23",-1606
"2025/01/21","マツダ","7261","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,990.6,6,--,"2025/01/23",-1606
"2025/01/21","ジーエヌアイグループ","2160","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,3167.5,--,--,"2025/01/23",--
"2025/01/21","ジーエヌアイグループ","2160","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,3167.5,--,--,"2025/01/23",--
"2025/01/21","マクロミル","3978","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,1265,--,--,"2025/01/23",--
"2025/01/21","マクロミル","3978","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",200,1263,--,--,"2025/01/23",--
"2025/01/21","マクロミル","3978","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",300,1263,--,--,"2025/01/23",--
"2025/01/21","マクロミル","3978","東証",信用新規買,"6ヶ月"," 特定 ","--",300,1265,--,--,"2025/01/23",--
"2025/01/21","マクロミル","3978","東証",信用新規買,"6ヶ月"," 特定 ","--",500,1263,--,--,"2025/01/23",--
"2025/01/21","マクロミル","3978","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,1265,--,--,"2025/01/23",--
"2025/01/21","フジ・メディア・ホールディングス","4676","東証",信用新規買,"無期限"," 特定 ","--",900,1723.5,--,--,"2025/01/23",--
"2025/01/21","フジ・メディア・ホールディングス","4676","東証",信用新規買,"無期限"," 特定 ","--",1000,1706.5,--,--,"2025/01/23",--
"2025/01/21","フジ・メディア・ホールディングス","4676","東証",信用新規買,"無期限"," 特定 ","--",500,1756.5,--,--,"2025/01/23",--
"2025/01/21","フジ・メディア・ホールディングス","4676","東証",信用新規買,"無期限"," 特定 ","--",100,1811.5,--,--,"2025/01/23",--
"2025/01/21","フジ・メディア・ホールディングス","4676","東証",信用新規買,"無期限"," 特定 ","--",100,1812,--,--,"2025/01/23",--
"2025/01/21","フジ・メディア・ホールディングス","4676","東証",信用新規買,"無期限"," 特定 ","--",300,1811,--,--,"2025/01/23",--
"2025/01/21","フジ・メディア・ホールディングス","4676","東証",信用新規買,"無期限"," 特定 ","--",100,1724,--,--,"2025/01/23",--
"2025/01/21","小林製薬","4967","東証",信用新規買,"6ヶ月"," 特定 ","--",100,5732,--,--,"2025/01/23",--
"2025/01/21","カバー","5253","東証",信用新規買,"6ヶ月"," 特定 ","--",200,2809,--,--,"2025/01/23",--
"2025/01/21","カバー","5253","東証",信用新規買,"6ヶ月"," 特定 ","--",100,2810,--,--,"2025/01/23",--
"2025/01/21","カバー","5253","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,2808,--,--,"2025/01/23",--
"2025/01/21","カバー","5253","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,2809,--,--,"2025/01/23",--
"2025/01/21","古河機械金属","5715","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,1779,--,--,"2025/01/23",--
"2025/01/21","古河機械金属","5715","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,1778.8,--,--,"2025/01/23",--
"2025/01/21","古河機械金属","5715","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,1778.8,--,--,"2025/01/23",--
"2025/01/21","古河機械金属","5715","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,1806,--,--,"2025/01/23",--
"2025/01/21","古河機械金属","5715","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,1806,--,--,"2025/01/23",--
"2025/01/21","古河機械金属","5715","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,1778.9,--,--,"2025/01/23",--
"2025/01/21","古河機械金属","5715","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,1805.9,--,--,"2025/01/23",--
"2025/01/21","古河機械金属","5715","東証",信用新規買,"6ヶ月"," 特定 ","--",500,1885,--,--,"2025/01/23",--
"2025/01/21","古河機械金属","5715","東証",信用新規買,"6ヶ月"," 特定 ","--",500,1780,--,--,"2025/01/23",--
"2025/01/21","古河機械金属","5715","東証",信用新規買,"6ヶ月"," 特定 ","--",100,1779,--,--,"2025/01/23",--
"2025/01/21","古河機械金属","5715","東証",信用新規買,"6ヶ月"," 特定 ","--",100,1806,--,--,"2025/01/23",--
"2025/01/21","古河機械金属","5715","東証",信用新規買,"6ヶ月"," 特定 ","--",100,1807,--,--,"2025/01/23",--
"2025/01/21","野村マイクロ・サイエンス","6254","東証",信用新規買,"無期限"," 特定 ","--",100,2445,--,--,"2025/01/23",--
"2025/01/21","野村マイクロ・サイエンス","6254","東証",信用新規買,"無期限"," 特定 ","--",100,2444,--,--,"2025/01/23",--
"2025/01/21","野村マイクロ・サイエンス","6254","東証",信用新規買,"無期限"," 特定 ","--",100,2443,--,--,"2025/01/23",--
"2025/01/21","ローツェ","6323","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,1839,--,--,"2025/01/23",--
"2025/01/21","ローツェ","6323","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,1839.1,--,--,"2025/01/23",--
"2025/01/21","アドバンテスト","6857","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,9525.7,--,--,"2025/01/23",--
"2025/01/21","アドバンテスト","6857","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,9404.5,--,--,"2025/01/23",--
"2025/01/21","アドバンテスト","6857","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,9525.8,--,--,"2025/01/23",--
"2025/01/21","アドバンテスト","6857","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,9404.9,--,--,"2025/01/23",--
"2025/01/21","トヨタ自動車","7203","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",400,2945.7,--,--,"2025/01/23",--
"2025/01/21","トヨタ自動車","7203","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,2945.6,--,--,"2025/01/23",--
"2025/01/21","マツダ","7261","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,1006.7,--,--,"2025/01/23",--
"2025/01/21","マツダ","7261","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,1008.2,--,--,"2025/01/23",--
"2025/01/21","マツダ","7261","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",600,1008,--,--,"2025/01/23",--
"2025/01/21","マツダ","7261","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,1007.9,--,--,"2025/01/23",--
"2025/01/21","マツダ","7261","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",700,1006.6,--,--,"2025/01/23",--
"2025/01/21","マツダ","7261","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,1008,--,--,"2025/01/23",--
"2025/01/21","マツダ","7261","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",200,1006.7,--,--,"2025/01/23",--
"2025/01/21","マツダ","7261","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,1007.8,--,--,"2025/01/23",--
"2025/01/21","カバー","5253","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,2783.6,8,--,"2025/01/23",-468
"2025/01/21","カバー","5253","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,2783.6,8,--,"2025/01/23",-468
"2025/01/21","カバー","5253","PTS（X）",信用返済買,"6ヶ月"," 特定 ","申告",100,2783.6,8,--,"2025/01/23",-468
"2025/01/22","エムスリー","2413","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,1418.8,220,--,"2025/01/24",5870
"2025/01/22","エムスリー","2413","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,1418.8,220,--,"2025/01/24",5870
"2025/01/22","小林製薬","4967","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,5717.1,750,--,"2025/01/24",20460
"2025/01/22","小林製薬","4967","PTS（O）",信用返済売,"6ヶ月"," 特定 ","申告",100,5717.2,66,--,"2025/01/24",-1546
"2025/01/22","古河機械金属","5715","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,1765.1,22,--,"2025/01/24",-1412
