銘柄,銘柄,銘柄,取引区分,期限,預り区分,約定日,受渡日,株数,平均約定単価,手数料・諸経費等,課税額・譲渡益税,受渡金額・決済損益,受渡金額(日計り分)
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/05/27,2025/05/29,200,"7,103",107,--,"14,293",--
2160,ジーエヌアイグループ,PTS(X),信用新規買,６ヵ月,特定,2025/05/27,2025/05/29,100,"3,907",--,--,--,--
2160,ジーエヌアイグループ,PTS(O),信用新規買,６ヵ月,特定,2025/05/27,2025/05/29,100,"3,907",--,--,--,--
2160,ジーエヌアイグループ,東証,信用新規買,６ヵ月,特定,2025/05/27,2025/05/29,200,"3,890",--,--,--,--
2160,ジーエヌアイグループ,PTS(X),信用新規買,６ヵ月,特定,2025/05/27,2025/05/29,100,"3,907.5",--,--,--,--
6857,アドバンテスト,PTS(O),信用新規買,６ヵ月,特定,2025/05/27,2025/05/29,100,"7,039.7",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規買,６ヵ月,特定,2025/05/27,2025/05/29,100,"7,039.8",--,--,--,--
6857,アドバンテスト,PTS(O),信用新規買,６ヵ月,特定,2025/05/27,2025/05/29,200,"7,102.1",--,--,--,--
6857,アドバンテスト,東証,信用新規買,６ヵ月,特定,2025/05/27,2025/05/29,100,"7,030",--,--,--,--
6857,アドバンテスト,東証,信用新規買,６ヵ月,特定,2025/05/27,2025/05/29,400,"7,031",--,--,--,--
6857,アドバンテスト,PTS(O),信用新規買,６ヵ月,特定,2025/05/27,2025/05/29,100,"7,102",--,--,--,--
7012,川崎重工業,PTS(X),信用返済買,６ヵ月,特定,2025/05/27,2025/05/29,100,"9,881.7",29,--,"1,461",--
7012,川崎重工業,PTS(X),信用返済買,６ヵ月,特定,2025/05/27,2025/05/29,100,"9,882",29,--,371,--
6201,豊田自動織機,東証,信用返済売,６ヵ月,特定,2025/05/26,2025/05/28,100,"18,300",279,--,"4,971",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/05/26,2025/05/28,100,"7,101",52,--,"22,878",--
6201,豊田自動織機,東証,信用新規買,６ヵ月,特定,2025/05/26,2025/05/28,100,"18,300",--,--,--,--
6857,アドバンテスト,PTS(O),信用新規買,６ヵ月,特定,2025/05/26,2025/05/28,100,"6,871.7",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規買,６ヵ月,特定,2025/05/26,2025/05/28,200,"6,887.3",--,--,--,--
6146,ディスコ,PTS(X),信用返済売,６ヵ月,特定,2025/05/23,2025/05/27,100,"33,350.9","1,858",--,"-127,768",--
6857,アドバンテスト,PTS(X),信用返済売,６ヵ月,特定,2025/05/23,2025/05/27,200,"6,904.2",105,--,"4,535",--
6857,アドバンテスト,PTS(X),信用返済売,６ヵ月,特定,2025/05/23,2025/05/27,100,"6,904.2",52,--,"3,178",--
6920,レーザーテック,PTS(X),信用返済売,６ヵ月,特定,2025/05/23,2025/05/27,100,"14,172.2",754,--,"10,966",--
6920,レーザーテック,PTS(O),信用返済売,６ヵ月,特定,2025/05/23,2025/05/27,100,"14,172.2",754,--,"10,966",--
7011,三菱重工業,東証,信用返済売,６ヵ月,特定,2025/05/23,2025/05/27,100,"3,182",23,--,"6,877",--
7011,三菱重工業,PTS(X),信用返済売,６ヵ月,特定,2025/05/23,2025/05/27,100,"3,182.1",23,--,"6,887",--
7011,三菱重工業,PTS(X),信用返済売,６ヵ月,特定,2025/05/23,2025/05/27,100,"3,189.4",23,--,"7,717",--
7011,三菱重工業,PTS(X),信用返済売,６ヵ月,特定,2025/05/23,2025/05/27,100,"3,182.1",23,--,"6,987",--
7011,三菱重工業,PTS(X),信用返済売,６ヵ月,特定,2025/05/23,2025/05/27,200,"3,189.4",47,--,"15,433",--
6201,豊田自動織機,PTS(X),信用新規買,６ヵ月,特定,2025/05/23,2025/05/27,100,"18,247.5",--,--,--,--
6857,アドバンテスト,PTS(O),信用新規買,６ヵ月,特定,2025/05/23,2025/05/27,100,"6,871.9",--,--,--,--
6857,アドバンテスト,東証,信用新規買,６ヵ月,特定,2025/05/23,2025/05/27,200,"6,881",--,--,--,--
6920,レーザーテック,PTS(O),信用新規買,６ヵ月,特定,2025/05/23,2025/05/27,100,"14,172.5",--,--,--,--
6920,レーザーテック,PTS(O),信用新規買,６ヵ月,特定,2025/05/23,2025/05/27,100,"14,172.9",--,--,--,--
6920,レーザーテック,東証,信用新規買,６ヵ月,特定,2025/05/23,2025/05/27,100,"14,160",--,--,--,--
7011,三菱重工業,PTS(X),信用新規買,６ヵ月,特定,2025/05/23,2025/05/27,200,"3,112",--,--,--,--
7011,三菱重工業,東証,信用新規買,６ヵ月,特定,2025/05/23,2025/05/27,200,"3,112",--,--,--,--
7011,三菱重工業,東証,信用新規買,６ヵ月,特定,2025/05/23,2025/05/27,200,"3,113",--,--,--,--
8078,阪和興業,東証,信用新規買,６ヵ月,特定,2025/05/23,2025/05/27,100,"5,170",--,--,--,--
9304,澁澤倉庫,東証,信用新規買,６ヵ月,特定,2025/05/23,2025/05/27,100,"3,805",--,--,--,--
6369,トーヨーカネツ,PTS(X),信用返済売,６ヵ月,特定,2025/05/22,2025/05/26,100,"3,692.5",408,--,"13,492",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/05/22,2025/05/26,200,"6,790",104,--,"-6,684",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/05/22,2025/05/26,100,"6,790",52,--,"-1,152",--
6857,アドバンテスト,PTS(O),信用返済売,６ヵ月,特定,2025/05/22,2025/05/26,100,"6,790.1",52,--,-242,--
6857,アドバンテスト,PTS(X),信用返済売,６ヵ月,特定,2025/05/22,2025/05/26,100,"6,790",52,--,-152,--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/05/22,2025/05/26,100,"6,790",52,--,-252,--
6989,北陸電気工業,PTS(X),信用返済売,６ヵ月,特定,2025/05/22,2025/05/26,100,"1,889.6",182,--,88,--
8078,阪和興業,東証,信用返済売,６ヵ月,特定,2025/05/22,2025/05/26,100,"5,170",546,--,"41,504",--
9304,澁澤倉庫,東証,信用返済売,６ヵ月,特定,2025/05/22,2025/05/26,100,"3,800",356,--,"47,244",--
6201,豊田自動織機,東証,信用新規買,６ヵ月,特定,2025/05/22,2025/05/26,200,"17,875",--,--,--,--
6857,アドバンテスト,PTS(O),信用新規買,６ヵ月,特定,2025/05/22,2025/05/26,200,"6,822.9",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規買,６ヵ月,特定,2025/05/22,2025/05/26,100,"6,801",--,--,--,--
6857,アドバンテスト,東証,信用新規買,６ヵ月,特定,2025/05/22,2025/05/26,200,"6,792",--,--,--,--
6857,アドバンテスト,東証,信用新規買,６ヵ月,特定,2025/05/22,2025/05/26,100,"6,791",--,--,--,--
3086,Ｊ．フロント　リテイリング,東証,信用返済買,６ヵ月,特定,2025/05/22,2025/05/26,100,"2,141.5",89,--,"4,011",--
3086,Ｊ．フロント　リテイリング,東証,信用返済買,６ヵ月,特定,2025/05/22,2025/05/26,200,"2,142",178,--,"7,922",--
3086,Ｊ．フロント　リテイリング,PTS(J),信用返済買,６ヵ月,特定,2025/05/22,2025/05/26,100,"2,141.3",106,--,"5,384",--
3086,Ｊ．フロント　リテイリング,PTS(X),信用返済買,６ヵ月,特定,2025/05/22,2025/05/26,100,"2,141.1",106,--,"5,384",--
3086,Ｊ．フロント　リテイリング,PTS(O),信用返済買,６ヵ月,特定,2025/05/22,2025/05/26,100,"2,141",106,--,"5,404",--
3086,Ｊ．フロント　リテイリング,PTS(O),信用返済買,６ヵ月,特定,2025/05/22,2025/05/26,100,"2,141.2",89,--,"4,041",--
3086,Ｊ．フロント　リテイリング,PTS(X),信用返済買,６ヵ月,特定,2025/05/22,2025/05/26,100,"2,141.4",89,--,"4,021",--
3086,Ｊ．フロント　リテイリング,PTS(X),信用返済買,６ヵ月,特定,2025/05/22,2025/05/26,100,"2,141.1",106,--,"5,394",--
3086,Ｊ．フロント　リテイリング,PTS(J),信用返済買,６ヵ月,特定,2025/05/22,2025/05/26,100,"2,141.2",106,--,"5,424",--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,801.2",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(O),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,801.2",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(O),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,804.7",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,804.7",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,804.6",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,771.5",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(O),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,771.5",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,200,"1,771.6",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,400,"1,752.1",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,400,"1,752.2",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,752.2",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,771.2",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,752.2",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,752.9",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(O),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,801",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,752.9",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,752.3",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,752.3",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,600,"1,801.1",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,300,"1,752",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,600,"1,752.1",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,300,"1,752.1",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(O),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,752.4",--,--,--,--
6723,ルネサスエレクトロニクス,東証,信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,752",--,--,--,--
6723,ルネサスエレクトロニクス,東証,信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,400,"1,801",--,--,--,--
6723,ルネサスエレクトロニクス,東証,信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,800.5",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,801.3",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(O),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,200,"1,771.6",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,753.2",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,753.5",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,300,"1,771.1",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,752",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(O),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,801.3",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(O),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,200,"1,752.1",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,801",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"7,032.6",--,--,--,--
6857,アドバンテスト,PTS(O),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"7,032.4",--,--,--,--
6857,アドバンテスト,PTS(O),信用新規売,６ヵ月,特定,2025/05/21,2025/05/23,100,"7,032.3",--,--,--,--
6146,ディスコ,PTS(X),信用返済売,６ヵ月,特定,2025/05/21,2025/05/23,100,"33,810",260,--,"-19,230",--
6857,アドバンテスト,PTS(X),信用返済売,６ヵ月,特定,2025/05/21,2025/05/23,300,"7,158.8",165,--,"-6,195",--
6857,アドバンテスト,PTS(X),信用返済売,６ヵ月,特定,2025/05/21,2025/05/23,200,"7,158.7",110,--,"-5,630",--
6146,ディスコ,PTS(X),信用新規買,６ヵ月,特定,2025/05/21,2025/05/23,100,"33,999.7",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規買,６ヵ月,特定,2025/05/21,2025/05/23,200,"7,186.3",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規買,６ヵ月,特定,2025/05/21,2025/05/23,300,"7,178.9",--,--,--,--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,200,"1,753.4",10,--,-270,--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,400,"1,753.4",21,--,-541,--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,300,"1,753.4",15,--,-405,--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,781.4",5,--,"1,965",--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,781.3",5,--,"1,965",--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,778.4",5,--,"2,275",--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,753.4",5,--,-145,--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,753.4",5,--,-125,--
6723,ルネサスエレクトロニクス,PTS(O),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,753.3",5,--,-135,--
6723,ルネサスエレクトロニクス,東証,信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,753.5",5,--,-125,--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,753.3",5,--,-125,--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,778.3",5,--,"2,635",--
6723,ルネサスエレクトロニクス,東証,信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,800.5",5,--,"-2,905",--
6723,ルネサスエレクトロニクス,東証,信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,800.5",5,--,"-2,905",--
6723,ルネサスエレクトロニクス,東証,信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,753.5",5,--,-135,--
6723,ルネサスエレクトロニクス,東証,信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,753.5",5,--,-135,--
6723,ルネサスエレクトロニクス,東証,信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,300,"1,753.5",15,--,-405,--
6723,ルネサスエレクトロニクス,東証,信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,500,"1,781.5",27,--,"9,773",--
6723,ルネサスエレクトロニクス,東証,信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,753.5",5,--,-125,--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,753.3",5,--,-125,--
6723,ルネサスエレクトロニクス,東証,信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,753.5",5,--,-115,--
6723,ルネサスエレクトロニクス,東証,信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,800.5",5,--,"-2,935",--
6723,ルネサスエレクトロニクス,東証,信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,200,"1,800.5",10,--,"-5,790",--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,200,"1,800.5",10,--,"-5,790",--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,400,"1,778.4",21,--,"9,019",--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,753.4",5,--,-145,--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,753.4",5,--,-145,--
6723,ルネサスエレクトロニクス,PTS(O),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,753.3",5,--,-125,--
6723,ルネサスエレクトロニクス,PTS(O),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,800.4",5,--,"-2,935",--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,754.3",5,--,-85,--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,753.3",5,--,-135,--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,781.4",5,--,"1,975",--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,778.4",5,--,"2,285",--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,778.4",5,--,"2,285",--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,781.5",5,--,"1,895",--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,754.3",5,--,-145,--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,754.3",5,--,-145,--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,778.3",5,--,"2,625",--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,200,"1,800.4",10,--,"-5,870",--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,781.4",5,--,"1,955",--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,754.3",5,--,-115,--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,753.5",5,--,-145,--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,753.5",5,--,-145,--
6723,ルネサスエレクトロニクス,PTS(O),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,753.4",5,--,-135,--
6723,ルネサスエレクトロニクス,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"1,778.3",5,--,"2,635",--
6857,アドバンテスト,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"7,034.8",21,--,-271,--
6857,アドバンテスト,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"7,034.9",21,--,-271,--
6857,アドバンテスト,PTS(X),信用返済買,６ヵ月,特定,2025/05/21,2025/05/23,100,"7,034.9",21,--,-251,--
3475,グッドコムアセット,PTS(X),現物売,--,旧NISA,2025/05/20,2025/05/22,100,"1,203.3",--,--,"120,330",--
4208,ＵＢＥ,PTS(X),信用返済売,６ヵ月,特定,2025/05/20,2025/05/22,100,"2,257.3",17,--,"-2,137",--
4208,ＵＢＥ,PTS(X),信用返済売,６ヵ月,特定,2025/05/20,2025/05/22,100,"2,257.2",17,--,"-2,147",--
4208,ＵＢＥ,PTS(X),信用返済売,６ヵ月,特定,2025/05/20,2025/05/22,100,"2,257.5",17,--,"-2,117",--
4208,ＵＢＥ,PTS(X),信用返済売,６ヵ月,特定,2025/05/20,2025/05/22,100,"2,257.1",17,--,"-2,147",--
4208,ＵＢＥ,PTS(O),信用返済売,６ヵ月,特定,2025/05/20,2025/05/22,100,"2,257.5",17,--,"-2,057",--
4911,資生堂,PTS(O),信用返済売,６ヵ月,特定,2025/05/20,2025/05/22,100,"2,376.8",18,--,532,--
4911,資生堂,PTS(X),信用返済売,６ヵ月,特定,2025/05/20,2025/05/22,100,"2,376.8",18,--,532,--
4911,資生堂,PTS(X),信用返済売,６ヵ月,特定,2025/05/20,2025/05/22,100,"2,376.9",18,--,532,--
6095,メドピア,PTS(X),信用返済売,６ヵ月,特定,2025/05/20,2025/05/22,300,711.1,16,--,14,--
6095,メドピア,PTS(X),信用返済売,６ヵ月,特定,2025/05/20,2025/05/22,200,711.3,10,--,50,--
6095,メドピア,PTS(O),信用返済売,６ヵ月,特定,2025/05/20,2025/05/22,100,711.5,5,--,45,--
6095,メドピア,PTS(X),信用返済売,６ヵ月,特定,2025/05/20,2025/05/22,400,711.2,21,--,59,--
6135,牧野フライス製作所,東証,信用返済売,６ヵ月,特定,2025/05/20,2025/05/22,100,"9,920",152,--,848,--
6857,アドバンテスト,PTS(X),信用返済売,６ヵ月,特定,2025/05/20,2025/05/22,200,"7,313",111,--,"9,229",--
7011,三菱重工業,PTS(X),信用返済売,６ヵ月,特定,2025/05/20,2025/05/22,100,"2,992",22,--,-212,--
7011,三菱重工業,PTS(O),信用返済売,６ヵ月,特定,2025/05/20,2025/05/22,100,"2,992",22,--,-202,--
7011,三菱重工業,PTS(X),信用返済売,６ヵ月,特定,2025/05/20,2025/05/22,100,"2,992",22,--,-222,--
7011,三菱重工業,PTS(X),信用返済売,６ヵ月,特定,2025/05/20,2025/05/22,200,"2,991.9",45,--,-465,--
4208,ＵＢＥ,PTS(X),信用新規買,６ヵ月,特定,2025/05/20,2025/05/22,100,"2,278.5",--,--,--,--
4208,ＵＢＥ,PTS(O),信用新規買,６ヵ月,特定,2025/05/20,2025/05/22,100,"2,277.9",--,--,--,--
4208,ＵＢＥ,PTS(X),信用新規買,６ヵ月,特定,2025/05/20,2025/05/22,100,"2,278.4",--,--,--,--
4208,ＵＢＥ,東証,信用新規買,６ヵ月,特定,2025/05/20,2025/05/22,200,"2,278.5",--,--,--,--
4911,資生堂,PTS(X),信用新規買,６ヵ月,特定,2025/05/20,2025/05/22,100,"2,371.4",--,--,--,--
4911,資生堂,PTS(X),信用新規買,６ヵ月,特定,2025/05/20,2025/05/22,200,"2,371.3",--,--,--,--
6095,メドピア,東証,信用新規買,６ヵ月,特定,2025/05/20,2025/05/22,"1,000",711,--,--,--,--
6201,豊田自動織機,東証,信用新規買,６ヵ月,特定,2025/05/20,2025/05/22,300,"17,720",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規買,６ヵ月,特定,2025/05/20,2025/05/22,200,"7,266.3",--,--,--,--
7011,三菱重工業,東証,信用新規買,６ヵ月,特定,2025/05/20,2025/05/22,300,"2,994",--,--,--,--
7011,三菱重工業,PTS(X),信用新規買,６ヵ月,特定,2025/05/20,2025/05/22,100,"2,993.8",--,--,--,--
7011,三菱重工業,PTS(J),信用新規買,６ヵ月,特定,2025/05/20,2025/05/22,100,"2,993.9",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(O),信用返済買,６ヵ月,特定,2025/05/20,2025/05/22,100,"2,102.2",39,--,"9,391",--
3086,Ｊ．フロント　リテイリング,PTS(O),信用返済買,６ヵ月,特定,2025/05/20,2025/05/22,100,"2,102.3",39,--,"9,381",--
3086,Ｊ．フロント　リテイリング,PTS(X),信用返済買,６ヵ月,特定,2025/05/20,2025/05/22,100,"2,102.3",39,--,"9,381",--
3086,Ｊ．フロント　リテイリング,PTS(X),信用返済買,６ヵ月,特定,2025/05/20,2025/05/22,100,"2,102.4",39,--,"9,371",--
3086,Ｊ．フロント　リテイリング,PTS(X),信用返済買,６ヵ月,特定,2025/05/20,2025/05/22,100,"2,102.2",39,--,"9,381",--
3086,Ｊ．フロント　リテイリング,東証,信用新規売,６ヵ月,特定,2025/05/19,2025/05/21,500,"2,182.5",--,--,--,--
3086,Ｊ．フロント　リテイリング,東証,信用新規売,６ヵ月,特定,2025/05/19,2025/05/21,300,"2,200",--,--,--,--
3086,Ｊ．フロント　リテイリング,東証,信用新規売,６ヵ月,特定,2025/05/19,2025/05/21,100,"2,200.5",--,--,--,--
3086,Ｊ．フロント　リテイリング,東証,信用新規売,６ヵ月,特定,2025/05/19,2025/05/21,600,"2,271",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(O),信用新規売,６ヵ月,特定,2025/05/19,2025/05/21,200,"2,271.4",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/19,2025/05/21,200,"2,271.6",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/19,2025/05/21,100,"2,200.6",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(O),信用新規売,６ヵ月,特定,2025/05/19,2025/05/21,400,"2,200.6",--,--,--,--
3086,Ｊ．フロント　リテイリング,PTS(X),信用新規売,６ヵ月,特定,2025/05/19,2025/05/21,100,"2,200.5",--,--,--,--
6920,レーザーテック,PTS(X),信用新規売,６ヵ月,特定,2025/05/19,2025/05/21,200,"14,142.6",--,--,--,--
6920,レーザーテック,PTS(X),信用新規売,６ヵ月,特定,2025/05/19,2025/05/21,200,"14,141.2",--,--,--,--
6920,レーザーテック,PTS(X),信用新規売,６ヵ月,特定,2025/05/19,2025/05/21,200,"14,140.2",--,--,--,--
6920,レーザーテック,PTS(X),信用新規売,６ヵ月,特定,2025/05/19,2025/05/21,100,"14,135.9",--,--,--,--
4676,フジ・メディア・ホールディングス,PTS(O),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,159",24,--,-204,--
4676,フジ・メディア・ホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,152.3",24,--,-474,--
4676,フジ・メディア・ホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,158.2",24,--,-404,--
4676,フジ・メディア・ホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/05/19,2025/05/21,100,"3,158.9",24,--,-204,--
