銘柄,銘柄,銘柄,取引区分,期限,預り区分,約定日,受渡日,株数,平均約定単価,手数料・諸経費等,課税額・譲渡益税,受渡金額・決済損益,受渡金額(日計り分)
6526,ソシオネクスト,東証,信用新規買,無期限,特定,2025/06/23,2025/06/25,300,"2,716.5",--,--,--,--
6857,アドバンテスト,東証,信用新規買,６ヵ月,特定,2025/06/23,2025/06/25,100,"9,573",--,--,--,--
6857,アドバンテスト,PTS(O),信用新規買,６ヵ月,特定,2025/06/23,2025/06/25,100,"9,572.9",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規買,６ヵ月,特定,2025/06/23,2025/06/25,100,"9,572.9",--,--,--,--
6920,レーザーテック,PTS(X),信用新規買,６ヵ月,特定,2025/06/23,2025/06/25,100,"15,868.1",--,--,--,--
6146,ディスコ,東証,信用返済売,６ヵ月,特定,2025/06/20,2025/06/24,100,"36,690",223,--,"89,777",--
6526,ソシオネクスト,PTS(O),信用返済売,無期限,特定,2025/06/20,2025/06/24,100,"2,711.4",15,--,-275,--
6526,ソシオネクスト,PTS(X),信用返済売,無期限,特定,2025/06/20,2025/06/24,400,"2,711.4",62,--,"-1,302",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/06/20,2025/06/24,300,"9,831",178,--,"90,452",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/06/20,2025/06/24,100,"16,470",99,--,"61,991",--
6146,ディスコ,東証,信用新規買,６ヵ月,特定,2025/06/20,2025/06/24,100,"35,790",--,--,--,--
6526,ソシオネクスト,東証,信用新規買,無期限,特定,2025/06/20,2025/06/24,100,"2,714",--,--,--,--
6526,ソシオネクスト,東証,信用新規買,無期限,特定,2025/06/20,2025/06/24,400,"2,714.5",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規買,６ヵ月,特定,2025/06/20,2025/06/24,300,"9,528.9",--,--,--,--
6920,レーザーテック,PTS(O),信用新規買,６ヵ月,特定,2025/06/20,2025/06/24,100,"15,849.1",--,--,--,--
4704,トレンドマイクロ,PTS(O),信用新規売,６ヵ月,特定,2025/06/19,2025/06/23,100,"10,290.5",--,--,--,--
4704,トレンドマイクロ,東証,信用新規売,６ヵ月,特定,2025/06/19,2025/06/23,200,"10,020",--,--,--,--
4704,トレンドマイクロ,PTS(X),信用新規売,６ヵ月,特定,2025/06/19,2025/06/23,100,"10,020.5",--,--,--,--
4704,トレンドマイクロ,PTS(O),信用新規売,６ヵ月,特定,2025/06/19,2025/06/23,100,"10,020.5",--,--,--,--
4704,トレンドマイクロ,PTS(X),信用新規売,６ヵ月,特定,2025/06/19,2025/06/23,100,"10,021",--,--,--,--
4704,トレンドマイクロ,PTS(X),信用新規売,６ヵ月,特定,2025/06/19,2025/06/23,100,"10,022",--,--,--,--
8473,ＳＢＩホールディングス,PTS(X),信用新規売,６ヵ月,特定,2025/06/19,2025/06/23,200,"5,017.8",--,--,--,--
8473,ＳＢＩホールディングス,PTS(X),信用新規売,６ヵ月,特定,2025/06/19,2025/06/23,200,"4,934.2",--,--,--,--
8473,ＳＢＩホールディングス,PTS(O),信用新規売,６ヵ月,特定,2025/06/19,2025/06/23,100,"4,936.1",--,--,--,--
5401,日本製鉄,PTS(X),信用返済売,６ヵ月,特定,2025/06/19,2025/06/23,300,"2,752.9",52,--,"-16,132",--
6526,ソシオネクスト,PTS(O),信用返済売,無期限,特定,2025/06/19,2025/06/23,100,"2,693.6",15,--,-555,--
6526,ソシオネクスト,東証,信用返済売,無期限,特定,2025/06/19,2025/06/23,500,"2,693.5",77,--,"3,423",--
6526,ソシオネクスト,東証,信用返済売,無期限,特定,2025/06/19,2025/06/23,200,"2,693.5",30,--,"7,070",--
6526,ソシオネクスト,東証,信用返済売,無期限,特定,2025/06/19,2025/06/23,"1,300","2,693.5",201,--,"-7,351",--
6526,ソシオネクスト,東証,信用返済売,無期限,特定,2025/06/19,2025/06/23,400,"2,693",62,--,"-2,462",--
6526,ソシオネクスト,PTS(X),信用返済売,無期限,特定,2025/06/19,2025/06/23,100,"2,693.6",15,--,"3,545",--
6526,ソシオネクスト,PTS(X),信用返済売,無期限,特定,2025/06/19,2025/06/23,100,"2,693.5",15,--,"3,535",--
6526,ソシオネクスト,PTS(X),信用返済売,無期限,特定,2025/06/19,2025/06/23,300,"2,693.7",46,--,"-1,636",--
6526,ソシオネクスト,PTS(O),信用返済売,無期限,特定,2025/06/19,2025/06/23,100,"2,693.6",15,--,"3,545",--
6526,ソシオネクスト,PTS(X),信用返済売,無期限,特定,2025/06/19,2025/06/23,200,"2,693.6",31,--,"-1,111",--
6526,ソシオネクスト,PTS(O),信用返済売,無期限,特定,2025/06/19,2025/06/23,200,"2,693.5",31,--,"-1,131",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/06/19,2025/06/23,100,"9,481",60,--,"-25,120",--
6857,アドバンテスト,PTS(X),信用返済売,６ヵ月,特定,2025/06/19,2025/06/23,100,"9,481.1",60,--,"-25,110",--
6857,アドバンテスト,PTS(X),信用返済売,６ヵ月,特定,2025/06/19,2025/06/23,100,"9,481.3",59,--,"-11,209",--
6857,アドバンテスト,PTS(X),信用返済売,６ヵ月,特定,2025/06/19,2025/06/23,100,"9,481.1",60,--,"-15,680",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/06/19,2025/06/23,100,"15,690",97,--,"1,923",--
6920,レーザーテック,PTS(X),信用返済売,６ヵ月,特定,2025/06/19,2025/06/23,100,"15,676.5",101,--,"-57,451",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/06/19,2025/06/23,100,"15,690",97,--,"1,923",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/06/19,2025/06/23,100,"15,690",97,--,"1,913",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/06/19,2025/06/23,100,"15,690",97,--,"1,953",--
5401,日本製鉄,PTS(X),信用新規買,６ヵ月,特定,2025/06/19,2025/06/23,300,"2,806.5",--,--,--,--
6526,ソシオネクスト,東証,信用新規買,無期限,特定,2025/06/19,2025/06/23,500,"2,686.5",--,--,--,--
6526,ソシオネクスト,東証,信用新規買,無期限,特定,2025/06/19,2025/06/23,500,"2,658",--,--,--,--
6526,ソシオネクスト,東証,信用新規買,無期限,特定,2025/06/19,2025/06/23,"2,500","2,699",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規買,６ヵ月,特定,2025/06/19,2025/06/23,100,"9,592.8",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規買,６ヵ月,特定,2025/06/19,2025/06/23,200,"9,731.6",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規買,６ヵ月,特定,2025/06/19,2025/06/23,100,"9,637.3",--,--,--,--
6920,レーザーテック,PTS(X),信用新規買,６ヵ月,特定,2025/06/19,2025/06/23,100,"15,669.9",--,--,--,--
6920,レーザーテック,東証,信用新規買,６ヵ月,特定,2025/06/19,2025/06/23,100,"16,250",--,--,--,--
6920,レーザーテック,PTS(X),信用新規買,６ヵ月,特定,2025/06/19,2025/06/23,200,"15,669.8",--,--,--,--
6920,レーザーテック,PTS(X),信用新規買,６ヵ月,特定,2025/06/19,2025/06/23,100,"15,669.5",--,--,--,--
4704,トレンドマイクロ,東証,信用返済買,６ヵ月,特定,2025/06/19,2025/06/23,100,"10,025",30,--,-480,--
4704,トレンドマイクロ,東証,信用返済買,６ヵ月,特定,2025/06/19,2025/06/23,100,"10,025",30,--,-330,--
4704,トレンドマイクロ,東証,信用返済買,６ヵ月,特定,2025/06/19,2025/06/23,200,"10,025",60,--,"-1,060",--
4704,トレンドマイクロ,東証,信用返済買,６ヵ月,特定,2025/06/19,2025/06/23,100,"10,025",30,--,-430,--
4704,トレンドマイクロ,東証,信用返済買,６ヵ月,特定,2025/06/19,2025/06/23,100,"10,025",30,--,-480,--
4704,トレンドマイクロ,東証,信用返済買,６ヵ月,特定,2025/06/19,2025/06/23,100,"10,265",31,--,"2,519",--
8473,ＳＢＩホールディングス,PTS(O),信用返済買,６ヵ月,特定,2025/06/19,2025/06/23,100,"4,963.2",14,--,"-2,914",--
8473,ＳＢＩホールディングス,PTS(X),信用返済買,６ヵ月,特定,2025/06/19,2025/06/23,100,"4,963.4",14,--,"-2,744",--
8473,ＳＢＩホールディングス,PTS(X),信用返済買,６ヵ月,特定,2025/06/19,2025/06/23,200,"4,963.4",30,--,"10,850",--
8473,ＳＢＩホールディングス,PTS(X),信用返済買,６ヵ月,特定,2025/06/19,2025/06/23,100,"4,963.4",14,--,"-2,934",--
6146,ディスコ,東証,信用返済売,６ヵ月,特定,2025/06/18,2025/06/20,100,"36,690",631,--,"298,369",--
6526,ソシオネクスト,PTS(X),信用返済売,６ヵ月,特定,2025/06/18,2025/06/20,100,"2,598",60,--,"17,140",--
6526,ソシオネクスト,PTS(O),信用返済売,６ヵ月,特定,2025/06/18,2025/06/20,100,"2,598",60,--,"17,140",--
6526,ソシオネクスト,PTS(X),信用返済売,６ヵ月,特定,2025/06/18,2025/06/20,200,"2,598",260,--,"55,640",--
6526,ソシオネクスト,東証,信用返済売,６ヵ月,特定,2025/06/18,2025/06/20,100,"2,598",60,--,"17,140",--
6526,ソシオネクスト,東証,信用返済売,６ヵ月,特定,2025/06/18,2025/06/20,300,"2,598",364,--,"48,836",--
6526,ソシオネクスト,東証,信用返済売,６ヵ月,特定,2025/06/18,2025/06/20,200,"2,597.5",243,--,"32,457",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/06/18,2025/06/20,100,"9,659",156,--,"119,344",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/06/18,2025/06/20,100,"9,663",60,--,450,--
6857,アドバンテスト,東証,信用返済売,無期限,特定,2025/06/18,2025/06/20,200,"9,661",109,--,"26,091",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/06/18,2025/06/20,100,"9,663",60,--,460,--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/06/18,2025/06/20,100,"9,663",60,--,450,--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/06/18,2025/06/20,100,"9,659",120,--,"30,780",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/06/18,2025/06/20,100,"9,659",118,--,"37,502",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/06/18,2025/06/20,200,"16,150",200,--,"15,740",--
6920,レーザーテック,PTS(X),信用返済売,６ヵ月,特定,2025/06/18,2025/06/20,100,"16,085.4",364,--,"148,676",--
6920,レーザーテック,PTS(X),信用返済売,６ヵ月,特定,2025/06/18,2025/06/20,100,"16,085.4",276,--,"130,264",--
6920,レーザーテック,PTS(O),信用返済売,無期限,特定,2025/06/18,2025/06/20,100,"16,064.8",88,--,"74,392",--
8035,東京エレクトロン,東証,信用返済売,６ヵ月,特定,2025/06/18,2025/06/20,100,"24,725",593,--,"97,997",--
1911,住友林業,東証,信用新規買,無期限,特定,2025/06/18,2025/06/20,100,"4,362",--,--,--,--
5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,PTS(X),信用新規買,６ヵ月,特定,2025/06/18,2025/06/20,100,"2,134.8",--,--,--,--
5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,PTS(O),信用新規買,６ヵ月,特定,2025/06/18,2025/06/20,100,"2,134.7",--,--,--,--
6146,ディスコ,東証,信用新規買,６ヵ月,特定,2025/06/18,2025/06/20,100,"36,700",--,--,--,--
6369,トーヨーカネツ,東証,信用新規買,無期限,特定,2025/06/18,2025/06/20,100,"3,885",--,--,--,--
6526,ソシオネクスト,PTS(X),信用新規買,６ヵ月,特定,2025/06/18,2025/06/20,400,"2,598.1",--,--,--,--
6526,ソシオネクスト,PTS(O),信用新規買,６ヵ月,特定,2025/06/18,2025/06/20,100,"2,598.1",--,--,--,--
6526,ソシオネクスト,PTS(X),信用新規買,６ヵ月,特定,2025/06/18,2025/06/20,100,"2,598.2",--,--,--,--
6526,ソシオネクスト,PTS(O),信用新規買,６ヵ月,特定,2025/06/18,2025/06/20,100,"2,598.4",--,--,--,--
6526,ソシオネクスト,PTS(X),信用新規買,６ヵ月,特定,2025/06/18,2025/06/20,300,"2,598.4",--,--,--,--
6857,アドバンテスト,東証,信用新規買,無期限,特定,2025/06/18,2025/06/20,200,"9,530",--,--,--,--
6857,アドバンテスト,東証,信用新規買,無期限,特定,2025/06/18,2025/06/20,300,"9,658",--,--,--,--
6857,アドバンテスト,PTS(O),信用新規買,６ヵ月,特定,2025/06/18,2025/06/20,100,"9,657.8",--,--,--,--
6857,アドバンテスト,PTS(O),信用新規買,６ヵ月,特定,2025/06/18,2025/06/20,100,"9,657.9",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規買,６ヵ月,特定,2025/06/18,2025/06/20,100,"9,657.9",--,--,--,--
6920,レーザーテック,東証,信用新規買,無期限,特定,2025/06/18,2025/06/20,100,"15,320",--,--,--,--
6920,レーザーテック,東証,信用新規買,無期限,特定,2025/06/18,2025/06/20,100,"16,135",--,--,--,--
6920,レーザーテック,東証,信用新規買,無期限,特定,2025/06/18,2025/06/20,100,"16,075",--,--,--,--
6920,レーザーテック,PTS(X),信用新規買,６ヵ月,特定,2025/06/18,2025/06/20,200,"16,070.3",--,--,--,--
7313,テイ・エス　テック,東証,信用新規買,無期限,特定,2025/06/18,2025/06/20,100,"1,703.5",--,--,--,--
7313,テイ・エス　テック,東証,信用新規買,無期限,特定,2025/06/18,2025/06/20,100,"1,704",--,--,--,--
8016,オンワードホールディングス,東証,信用新規買,無期限,特定,2025/06/18,2025/06/20,900,578,--,--,--,--
8035,東京エレクトロン,東証,信用新規買,６ヵ月,特定,2025/06/18,2025/06/20,100,"24,730",--,--,--,--
8078,阪和興業,東証,信用新規買,無期限,特定,2025/06/18,2025/06/20,100,"5,220",--,--,--,--
9304,澁澤倉庫,東証,信用新規買,無期限,特定,2025/06/18,2025/06/20,100,"4,095",--,--,--,--
1911,住友林業,--,現引,無期限,特定,2025/06/18,2025/06/20,100,"4,362",25,--,"-436,225",--
5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,--,現引,６ヵ月,特定,2025/06/18,2025/06/20,100,"2,134.7",13,--,"-213,483",--
5889,Ｊａｐａｎ　Ｅｙｅｗｅａｒ　Ｈｏｌｄｉｎｇｓ,--,現引,６ヵ月,特定,2025/06/18,2025/06/20,100,"2,134.8",13,--,"-213,493",--
6369,トーヨーカネツ,--,現引,無期限,特定,2025/06/18,2025/06/20,100,"3,885",22,--,"-388,522",--
7313,テイ・エス　テック,--,現引,無期限,特定,2025/06/18,2025/06/20,100,"1,703.5",9,--,"-170,359",--
7313,テイ・エス　テック,--,現引,無期限,特定,2025/06/18,2025/06/20,100,"1,704",9,--,"-170,409",--
8016,オンワードホールディングス,--,現引,無期限,特定,2025/06/18,2025/06/20,900,578,29,--,"-520,229",--
8078,阪和興業,--,現引,無期限,特定,2025/06/18,2025/06/20,100,"5,220",30,--,"-522,030",--
9304,澁澤倉庫,--,現引,無期限,特定,2025/06/18,2025/06/20,100,"4,095",23,--,"-409,523",--
6315,ＴＯＷＡ,PTS(X),信用返済売,６ヵ月,特定,2025/06/17,2025/06/19,100,"1,686.4",10,--,"-3,570",--
6315,ＴＯＷＡ,PTS(X),信用返済売,６ヵ月,特定,2025/06/17,2025/06/19,100,"1,686.1",10,--,"-3,600",--
6315,ＴＯＷＡ,PTS(X),信用返済売,６ヵ月,特定,2025/06/17,2025/06/19,100,"1,686.3",10,--,"-3,580",--
6315,ＴＯＷＡ,PTS(O),信用返済売,６ヵ月,特定,2025/06/17,2025/06/19,100,"1,686.4",10,--,"-3,560",--
6315,ＴＯＷＡ,PTS(X),信用返済売,６ヵ月,特定,2025/06/17,2025/06/19,100,"1,686.4",10,--,"-3,560",--
6857,アドバンテスト,東証,信用返済売,無期限,特定,2025/06/17,2025/06/19,200,"9,550",107,--,"37,493",--
6857,アドバンテスト,東証,信用返済売,無期限,特定,2025/06/17,2025/06/19,100,"9,550",54,--,"5,646",--
6857,アドバンテスト,東証,信用返済売,無期限,特定,2025/06/17,2025/06/19,100,"9,550",55,--,"-11,055",--
6857,アドバンテスト,東証,信用返済売,無期限,特定,2025/06/17,2025/06/19,100,"9,550",54,--,"5,746",--
6857,アドバンテスト,PTS(X),信用返済売,６ヵ月,特定,2025/06/17,2025/06/19,100,"9,490",59,--,"-2,729",--
6871,日本マイクロニクス,PTS(X),信用返済売,６ヵ月,特定,2025/06/17,2025/06/19,100,"4,715.5",30,--,"-14,980",--
6871,日本マイクロニクス,PTS(X),信用返済売,６ヵ月,特定,2025/06/17,2025/06/19,100,"4,716",30,--,"-14,880",--
6871,日本マイクロニクス,PTS(X),信用返済売,６ヵ月,特定,2025/06/17,2025/06/19,200,"4,716",59,--,"-7,659",--
6315,ＴＯＷＡ,PTS(O),信用新規買,６ヵ月,特定,2025/06/17,2025/06/19,100,"1,721.9",--,--,--,--
6315,ＴＯＷＡ,PTS(X),信用新規買,６ヵ月,特定,2025/06/17,2025/06/19,200,"1,722",--,--,--,--
6315,ＴＯＷＡ,PTS(X),信用新規買,６ヵ月,特定,2025/06/17,2025/06/19,100,"1,721.9",--,--,--,--
6315,ＴＯＷＡ,東証,信用新規買,６ヵ月,特定,2025/06/17,2025/06/19,100,"1,722",--,--,--,--
6857,アドバンテスト,PTS(X),信用新規買,６ヵ月,特定,2025/06/17,2025/06/19,100,"9,516.7",--,--,--,--
6857,アドバンテスト,東証,信用新規買,無期限,特定,2025/06/17,2025/06/19,200,"9,362",--,--,--,--
6857,アドバンテスト,東証,信用新規買,無期限,特定,2025/06/17,2025/06/19,100,"9,492",--,--,--,--
6857,アドバンテスト,東証,信用新規買,無期限,特定,2025/06/17,2025/06/19,100,"9,660",--,--,--,--
6857,アドバンテスト,東証,信用新規買,無期限,特定,2025/06/17,2025/06/19,100,"9,493",--,--,--,--
6871,日本マイクロニクス,PTS(X),信用新規買,６ヵ月,特定,2025/06/17,2025/06/19,100,"4,865",--,--,--,--
6871,日本マイクロニクス,PTS(O),信用新規買,６ヵ月,特定,2025/06/17,2025/06/19,100,"4,864.5",--,--,--,--
6871,日本マイクロニクス,PTS(X),信用新規買,６ヵ月,特定,2025/06/17,2025/06/19,200,"4,754",--,--,--,--
6616,トレックス・セミコンダクター,PTS(O),信用返済売,６ヵ月,特定,2025/06/16,2025/06/18,100,"1,194.1",7,--,"-4,087",--
6616,トレックス・セミコンダクター,PTS(X),信用返済売,６ヵ月,特定,2025/06/16,2025/06/18,100,"1,193.8",7,--,"-4,177",--
6616,トレックス・セミコンダクター,PTS(X),信用返済売,６ヵ月,特定,2025/06/16,2025/06/18,100,"1,193.9",7,--,"-4,167",--
6616,トレックス・セミコンダクター,PTS(X),信用返済売,６ヵ月,特定,2025/06/16,2025/06/18,100,"1,194.1",7,--,"-4,087",--
6616,トレックス・セミコンダクター,PTS(X),信用返済売,６ヵ月,特定,2025/06/16,2025/06/18,100,"1,194.1",7,--,"-4,077",--
6857,アドバンテスト,東証,信用返済売,６ヵ月,特定,2025/06/16,2025/06/18,100,"9,323",105,--,"85,795",--
6857,アドバンテスト,PTS(X),信用返済売,無期限,特定,2025/06/16,2025/06/18,200,"9,218.1",98,--,"136,522",--
6857,アドバンテスト,PTS(O),信用返済売,６ヵ月,特定,2025/06/16,2025/06/18,100,"9,266.6",105,--,"80,155",--
6920,レーザーテック,東証,信用返済売,６ヵ月,特定,2025/06/16,2025/06/18,100,"14,820",182,--,"22,318",--
7011,三菱重工業,東証,信用返済売,６ヵ月,特定,2025/06/16,2025/06/18,200,"3,619",45,--,"3,175",--
7011,三菱重工業,PTS(X),信用返済売,６ヵ月,特定,2025/06/16,2025/06/18,100,"3,619",22,--,"1,588",--
7011,三菱重工業,東証,信用返済売,６ヵ月,特定,2025/06/16,2025/06/18,200,"3,619",45,--,"3,195",--
6146,ディスコ,東証,信用新規買,６ヵ月,特定,2025/06/16,2025/06/18,100,"33,700",--,--,--,--
6616,トレックス・セミコンダクター,PTS(X),信用新規買,６ヵ月,特定,2025/06/16,2025/06/18,100,"1,234.8",--,--,--,--
6616,トレックス・セミコンダクター,PTS(O),信用新規買,６ヵ月,特定,2025/06/16,2025/06/18,100,"1,234.9",--,--,--,--
6616,トレックス・セミコンダクター,PTS(X),信用新規買,６ヵ月,特定,2025/06/16,2025/06/18,100,"1,234.9",--,--,--,--
