
約定履歴照会

商品指定,約定開始年月日,約定終了年月日,明細数,明細指定開始,明細指定終了
"すべての商品","2025年06月05日","2025年07月04日","926","1","926"

（注）明細数はご指定された期間の合計です。

約定日,銘柄,銘柄コード,市場,取引,期限,預り,課税,約定数量,約定単価,手数料/諸経費等,税額,受渡日,受渡金額/決済損益
"2025/07/03","ローム","6963","東証",信用返済売,"6ヶ月"," 特定 ","申告",200,1843.5,28,--,"2025/07/07",-728
"2025/07/03","ローム","6963","東証",信用返済売,"6ヶ月"," 特定 ","申告",100,1843.5,14,--,"2025/07/07",-294
"2025/07/03","ローム","6963","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",300,1829.6,41,--,"2025/07/07",2839
"2025/07/03","ローム","6963","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",200,1829.7,27,--,"2025/07/07",1933
"2025/07/03","キユーソー流通システム","9369","PTS（X）",信用返済売,"6ヶ月"," 特定 ","申告",100,2921.3,22,--,"2025/07/07",908
"2025/07/03","インフォメティス","281A","東証",信用新規買,"6ヶ月"," 特定 ","--",300,1001,--,--,"2025/07/07",--
"2025/07/03","インフォメティス","281A","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,1000,--,--,"2025/07/07",--
"2025/07/03","インフォメティス","281A","東証",信用新規買,"6ヶ月"," 特定 ","--",100,1000,--,--,"2025/07/07",--
"2025/07/03","ソシオネクスト","6526","東証",信用新規買,"無期限"," 特定 ","--",400,2709,--,--,"2025/07/07",--
"2025/07/03","アドバンテスト","6857","東証",信用新規買,"6ヶ月"," 特定 ","--",200,10580,--,--,"2025/07/07",--
"2025/07/03","アドバンテスト","6857","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,10497.1,--,--,"2025/07/07",--
"2025/07/03","レーザーテック","6920","PTS（O）",信用新規買,"6ヶ月"," 特定 ","--",100,18798.3,--,--,"2025/07/07",--
"2025/07/03","ローム","6963","東証",信用新規買,"6ヶ月"," 特定 ","--",200,1847,--,--,"2025/07/07",--
"2025/07/03","ローム","6963","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",200,1819.9,--,--,"2025/07/07",--
"2025/07/03","ローム","6963","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",100,1846.3,--,--,"2025/07/07",--
"2025/07/03","ローム","6963","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",300,1820,--,--,"2025/07/07",--
"2025/07/03","ローム","6963","東証",信用新規買,"6ヶ月"," 特定 ","--",500,1846.5,--,--,"2025/07/07",--
"2025/07/03","ローム","6963","PTS（X）",信用新規買,"6ヶ月"," 特定 ","--",200,1846.4,--,--,"2025/07/07",--
"2025/07/03","ナルミヤ・インターナショナル","9275","東証",信用新規買,"6ヶ月"," 特定 ","--",300,1574,--,--,"2025/07/07",--
"2025/07/03","ナルミヤ・インターナショナル","9275","東証",信用新規買,"6ヶ月"," 特定 ","--",100,1610,--,--,"2025/07/07",--
"2025/07/03","キユーソー流通システム","9369","東証",信用新規買,"6ヶ月"," 特定 ","--",300,2912,--,--,"2025/07/07",--
"2025/07/03","ｅＭＡＸＩＳ　Ｓｌｉｍ　国内株式（ＴＯＰＩＸ）",,,投信金額買付,"--"," NISA(つ) ","--",9070,22051,--,--,"2025/07/08",20000
